city,latitude,longitude,date,weather_code,temperature_max,temperature_min,precipitation_sum,precipitation_probability,wind_speed_max,wind_gusts_max,temperature_category,precipitation_category,wind_category,risk_score,risk_level
El Kelaa des Srarhna,32.05,-7.4,2026-09-21,2,37.4,22.2,0.0,0,13.9,24.5,Extreme Heat,No Rain,Low,11.5,Very Low
El Kelaa des Srarhna,32.05,-7.4,2026-09-22,1,36.8,21.5,0.0,0,13.9,28.1,Extreme Heat,No Rain,Moderate,11.5,Very Low
El Kelaa des Srarhna,32.05,-7.4,2026-09-23,0,36.7,20.6,0.0,0,13.3,22.7,Extreme Heat,No Rain,Low,10.5,Very Low
El Kelaa des Srarhna,32.05,-7.4,2026-09-24,3,36.7,18.9,0.0,3,14.7,26.6,Extreme Heat,No Rain,Moderate,11.815,Very Low
El Kelaa des Srarhna,32.05,-7.4,2026-09-25,3,33.5,20.6,0.0,3,15.3,25.2,Hot,No Rain,Moderate,5.815,Very Low
Moulay Abdallah,33.1978,-8.5883,2026-09-19,2,26.9,20.0,0.0,0,18.1,28.4,Normal,No Rain,Moderate,1.0,Very Low
Moulay Abdallah,33.1978,-8.5883,2026-09-20,45,27.4,20.3,0.0,0,13.9,22.3,Normal,No Rain,Low,6.0,Very Low
Moulay Abdallah,33.1978,-8.5883,2026-09-21,45,28.6,20.8,0.0,0,14.1,22.0,Normal,No Rain,Low,6.0,Very Low
Moulay Abdallah,33.1978,-8.5883,2026-09-22,45,26.2,20.3,0.0,0,13.5,20.9,Normal,No Rain,Low,6.0,Very Low
Moulay Abdallah,33.1978,-8.5883,2026-09-23,45,26.8,20.8,0.0,0,13.5,20.5,Normal,No Rain,Low,6.0,Very Low
Moulay Abdallah,33.1978,-8.5883,2026-09-24,45,26.1,19.3,0.0,0,12.5,24.5,Normal,No Rain,Low,6.0,Very Low
Moulay Abdallah,33.1978,-8.5883,2026-09-25,45,25.3,19.6,0.0,0,11.5,23.4,Normal,No Rain,Low,6.0,Very Low
Tiflet,33.9,-6.33,2026-09-19,2,34.5,18.2,0.0,0,14.5,30.2,Hot,No Rain,Moderate,10.9,Very Low
Tiflet,33.9,-6.33,2026-09-20,2,36.7,21.4,0.0,0,17.2,37.1,Extreme Heat,No Rain,Moderate,16.9,Very Low
Tiflet,33.9,-6.33,2026-09-21,1,35.6,21.4,0.0,0,16.2,33.1,Extreme Heat,No Rain,Moderate,16.9,Very Low
Tiflet,33.9,-6.33,2026-09-22,0,34.5,20.0,0.0,0,14.6,30.2,Hot,No Rain,Moderate,9.9,Very Low
Tiflet,33.9,-6.33,2026-09-23,0,35.0,19.4,0.0,0,14.5,32.8,Hot,No Rain,Moderate,15.9,Very Low
Tiflet,33.9,-6.33,2026-09-24,2,34.6,19.2,0.0,0,16.1,33.8,Hot,No Rain,Moderate,10.9,Very Low
Tiflet,33.9,-6.33,2026-09-25,3,29.9,17.5,0.0,3,15.8,33.5,Normal,No Rain,Moderate,6.715,Very Low
Oulad Teïma,30.4,-9.21,2026-09-19,2,29.3,19.1,0.0,0,25.8,48.2,Normal,No Rain,Moderate,10.0,Very Low
Oulad Teïma,30.4,-9.21,2026-09-20,45,30.9,19.2,0.0,0,23.2,43.9,Hot,No Rain,Moderate,19.5,Very Low
Oulad Teïma,30.4,-9.21,2026-09-21,3,40.3,21.6,0.0,0,20.5,37.1,Extreme Heat,No Rain,Moderate,25.0,Low
Oulad Teïma,30.4,-9.21,2026-09-22,2,38.4,20.7,0.0,0,28.9,55.4,Extreme Heat,No Rain,Strong,27.7,Low
Oulad Teïma,30.4,-9.21,2026-09-23,0,39.2,19.4,0.0,0,24.0,44.6,Extreme Heat,No Rain,Moderate,19.5,Very Low
Oulad Teïma,30.4,-9.21,2026-09-24,3,39.0,22.5,0.0,0,26.4,43.6,Extreme Heat,No Rain,Moderate,20.5,Low
Oulad Teïma,30.4,-9.21,2026-09-25,45,29.4,19.8,0.0,0,28.3,48.6,Normal,No Rain,Moderate,15.0,Very Low
Berkane,34.9167,-2.3167,2026-09-19,45,26.9,20.2,0.0,13,19.7,41.0,Normal,No Rain,Moderate,12.765,Very Low
Berkane,34.9167,-2.3167,2026-09-20,45,27.4,20.9,0.1,3,18.4,39.2,Normal,Light,Moderate,11.715,Very Low
Berkane,34.9167,-2.3167,2026-09-21,45,26.7,19.4,0.0,13,21.2,43.2,Normal,No Rain,Moderate,16.365000000000002,Very Low
Berkane,34.9167,-2.3167,2026-09-22,2,26.8,16.4,0.0,0,15.3,35.3,Normal,No Rain,Moderate,6.4,Very Low
Berkane,34.9167,-2.3167,2026-09-23,1,27.1,17.6,0.0,0,14.7,32.8,Normal,No Rain,Moderate,6.4,Very Low
Berkane,34.9167,-2.3167,2026-09-24,1,30.1,18.4,0.0,0,14.0,27.0,Hot,No Rain,Moderate,5.5,Very Low
Berkane,34.9167,-2.3167,2026-09-25,3,30.6,20.6,0.0,0,12.0,24.1,Hot,No Rain,Low,5.5,Very Low
Ain El Aouda,33.8111,-6.7922,2026-09-19,2,32.2,15.8,0.0,0,15.8,31.3,Hot,No Rain,Moderate,10.9,Very Low
Ain El Aouda,33.8111,-6.7922,2026-09-20,2,35.0,18.9,0.0,0,17.1,34.9,Hot,No Rain,Moderate,16.9,Very Low
Ain El Aouda,33.8111,-6.7922,2026-09-21,1,34.1,19.6,0.0,0,15.9,31.3,Hot,No Rain,Moderate,10.9,Very Low
Ain El Aouda,33.8111,-6.7922,2026-09-22,0,33.4,19.4,0.0,0,14.0,28.8,Hot,No Rain,Moderate,4.5,Very Low
Ain El Aouda,33.8111,-6.7922,2026-09-23,0,33.2,16.3,0.0,0,15.6,31.0,Hot,No Rain,Moderate,9.9,Very Low
Ain El Aouda,33.8111,-6.7922,2026-09-24,3,32.5,16.9,0.0,0,15.6,30.2,Hot,No Rain,Moderate,10.9,Very Low
Ain El Aouda,33.8111,-6.7922,2026-09-25,45,28.7,16.5,0.0,3,15.3,30.2,Normal,No Rain,Moderate,11.715,Very Low
Errachidia,31.9319,-4.4244,2026-09-19,81,29.2,19.2,11.8,65,17.6,35.3,Normal,Heavy,Moderate,39.475,Low
Errachidia,31.9319,-4.4244,2026-09-20,80,29.3,18.6,0.4,23,12.3,23.4,Normal,Light,Low,14.415,Very Low
Errachidia,31.9319,-4.4244,2026-09-21,2,32.1,19.3,0.0,14,19.8,43.2,Hot,No Rain,Moderate,12.37,Very Low
Errachidia,31.9319,-4.4244,2026-09-22,2,29.5,17.4,0.0,2,10.5,25.2,Normal,No Rain,Low,1.21,Very Low
Errachidia,31.9319,-4.4244,2026-09-23,1,29.9,17.4,0.0,3,14.3,27.7,Normal,No Rain,Moderate,1.315,Very Low
Errachidia,31.9319,-4.4244,2026-09-24,1,30.3,17.9,0.0,0,12.5,23.4,Hot,No Rain,Low,5.5,Very Low
Errachidia,31.9319,-4.4244,2026-09-25,3,30.1,18.3,0.3,18,21.1,35.3,Hot,Light,Moderate,16.39,Very Low
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-19,2,37.5,20.1,0.0,0,18.1,33.5,Extreme Heat,No Rain,Moderate,16.9,Very Low
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-20,3,38.8,22.5,0.0,8,22.2,41.8,Extreme Heat,No Rain,Moderate,21.34,Low
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-21,3,37.4,20.5,0.0,0,17.1,32.0,Extreme Heat,No Rain,Moderate,16.9,Very Low
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-22,2,37.1,19.8,0.0,0,12.1,24.1,Extreme Heat,No Rain,Low,11.5,Very Low
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-23,0,37.1,18.9,0.0,0,9.1,18.7,Extreme Heat,No Rain,Low,10.5,Very Low
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-24,1,37.5,17.7,0.0,0,13.7,24.8,Extreme Heat,No Rain,Low,11.5,Very Low
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-25,3,35.2,18.9,0.0,3,11.6,20.5,Extreme Heat,No Rain,Low,11.815,Very Low
Ad Darwa,33.4167,-7.5333,2026-09-19,45,30.4,17.6,0.0,0,15.7,31.3,Hot,No Rain,Moderate,15.9,Very Low
Ad Darwa,33.4167,-7.5333,2026-09-20,1,34.7,19.1,0.0,0,16.0,32.0,Hot,No Rain,Moderate,10.9,Very Low
Ad Darwa,33.4167,-7.5333,2026-09-21,45,34.3,19.5,0.0,0,15.1,30.6,Hot,No Rain,Moderate,15.9,Very Low
Ad Darwa,33.4167,-7.5333,2026-09-22,1,33.7,19.2,0.0,0,16.7,32.4,Hot,No Rain,Moderate,10.9,Very Low
Ad Darwa,33.4167,-7.5333,2026-09-23,45,33.0,17.3,0.0,0,14.8,29.5,Hot,No Rain,Moderate,10.5,Very Low
Ad Darwa,33.4167,-7.5333,2026-09-24,45,34.1,16.1,0.0,0,17.3,34.2,Hot,No Rain,Moderate,15.9,Very Low
Ad Darwa,33.4167,-7.5333,2026-09-25,45,29.2,19.1,0.0,3,15.5,32.0,Normal,No Rain,Moderate,11.715,Very Low
Martil,35.61,-5.27,2026-09-19,80,24.4,22.0,4.1,40,26.8,57.2,Normal,Moderate,Strong,37.3,Low
Martil,35.61,-5.27,2026-09-20,80,24.6,22.9,2.3,45,23.4,50.4,Normal,Light,Moderate,32.925,Low
Martil,35.61,-5.27,2026-09-21,2,25.6,21.7,0.0,8,21.7,48.6,Normal,No Rain,Moderate,10.84,Very Low
Martil,35.61,-5.27,2026-09-22,2,24.7,21.1,0.0,0,18.4,40.0,Normal,No Rain,Moderate,6.4,Very Low
Martil,35.61,-5.27,2026-09-23,2,24.8,20.5,0.0,0,17.3,37.4,Normal,No Rain,Moderate,6.4,Very Low
Martil,35.61,-5.27,2026-09-24,45,25.3,20.3,0.0,0,13.6,24.1,Normal,No Rain,Low,6.0,Very Low
Martil,35.61,-5.27,2026-09-25,45,29.4,20.0,0.0,0,8.3,14.4,Normal,No Rain,Low,6.0,Very Low
Sidi Slimane,34.26,-5.93,2026-09-19,1,37.2,19.2,0.0,0,16.3,35.6,Extreme Heat,No Rain,Moderate,16.9,Very Low
Sidi Slimane,34.26,-5.93,2026-09-20,0,38.6,23.9,0.0,0,16.2,34.6,Extreme Heat,No Rain,Moderate,15.9,Very Low
Sidi Slimane,34.26,-5.93,2026-09-21,0,37.7,22.3,0.0,0,12.7,29.2,Extreme Heat,No Rain,Moderate,10.5,Very Low
Sidi Slimane,34.26,-5.93,2026-09-22,0,36.8,22.1,0.0,0,12.6,28.8,Extreme Heat,No Rain,Moderate,10.5,Very Low
Sidi Slimane,34.26,-5.93,2026-09-23,0,37.0,18.0,0.0,0,12.5,35.3,Extreme Heat,No Rain,Moderate,15.9,Very Low
Sidi Slimane,34.26,-5.93,2026-09-24,2,35.3,17.5,0.0,0,17.1,32.4,Extreme Heat,No Rain,Moderate,16.9,Very Low
Sidi Slimane,34.26,-5.93,2026-09-25,45,30.5,19.8,0.0,3,17.1,31.7,Hot,No Rain,Moderate,16.215,Very Low
Oued Zem,32.8619,-6.5711,2026-09-19,2,34.3,19.6,0.0,0,19.3,42.8,Hot,No Rain,Moderate,10.9,Very Low
Oued Zem,32.8619,-6.5711,2026-09-20,80,35.2,22.1,0.1,8,19.9,49.7,Extreme Heat,Light,Moderate,28.74,Low
Oued Zem,32.8619,-6.5711,2026-09-21,3,34.5,21.7,0.0,3,22.9,48.6,Hot,No Rain,Moderate,14.815,Very Low
Oued Zem,32.8619,-6.5711,2026-09-22,2,33.9,21.8,0.0,0,14.5,32.4,Hot,No Rain,Moderate,10.9,Very Low
Oued Zem,32.8619,-6.5711,2026-09-23,0,34.1,19.8,0.0,0,11.3,29.5,Hot,No Rain,Moderate,4.5,Very Low
Oued Zem,32.8619,-6.5711,2026-09-24,2,33.5,19.2,0.0,0,12.7,27.0,Hot,No Rain,Low,5.5,Very Low
Oued Zem,32.8619,-6.5711,2026-09-25,3,31.6,18.4,0.0,0,16.5,34.2,Hot,No Rain,Moderate,10.9,Very Low
Sefrou,33.83,-4.83,2026-09-19,80,32.0,20.0,0.6000000000000001,13,17.4,40.3,Hot,Light,Moderate,23.265,Low
Sefrou,33.83,-4.83,2026-09-20,1,31.8,20.5,0.0,0,17.4,38.9,Hot,No Rain,Moderate,10.9,Very Low
Sefrou,33.83,-4.83,2026-09-21,1,30.7,20.4,0.0,0,16.5,36.0,Hot,No Rain,Moderate,10.9,Very Low
Sefrou,33.83,-4.83,2026-09-22,0,29.6,18.8,0.0,0,16.3,35.6,Normal,No Rain,Moderate,5.4,Very Low
Sefrou,33.83,-4.83,2026-09-23,0,31.1,19.9,0.0,0,14.8,32.0,Hot,No Rain,Moderate,9.9,Very Low
Sefrou,33.83,-4.83,2026-09-24,2,33.1,18.1,0.0,0,15.8,31.7,Hot,No Rain,Moderate,10.9,Very Low
Sefrou,33.83,-4.83,2026-09-25,3,31.2,16.8,0.0,0,18.9,36.4,Hot,No Rain,Moderate,10.9,Very Low
Taroudannt,30.4711,-8.8778,2026-09-19,2,32.1,20.9,0.0,0,22.9,46.4,Hot,No Rain,Moderate,14.5,Very Low
Taroudannt,30.4711,-8.8778,2026-09-20,2,33.6,19.8,0.0,0,21.1,43.2,Hot,No Rain,Moderate,14.5,Very Low
Taroudannt,30.4711,-8.8778,2026-09-21,3,39.9,23.3,0.0,0,25.0,49.0,Extreme Heat,No Rain,Moderate,20.5,Low
Taroudannt,30.4711,-8.8778,2026-09-22,2,38.9,22.2,0.0,0,29.7,61.9,Extreme Heat,No Rain,Strong,27.7,Low
Taroudannt,30.4711,-8.8778,2026-09-23,0,39.9,21.1,0.0,0,25.0,49.3,Extreme Heat,No Rain,Moderate,19.5,Very Low
Taroudannt,30.4711,-8.8778,2026-09-24,3,40.5,21.8,0.0,0,26.4,49.3,Extreme Heat,No Rain,Moderate,25.0,Low
Taroudannt,30.4711,-8.8778,2026-09-25,3,34.1,20.3,0.0,3,28.7,50.8,Hot,No Rain,Moderate,22.015,Low
Essaouira,31.513,-9.7687,2026-09-19,2,24.5,18.5,0.0,0,21.3,40.7,Normal,No Rain,Moderate,10.0,Very Low
Essaouira,31.513,-9.7687,2026-09-20,2,24.4,18.9,0.0,0,13.4,26.3,Normal,No Rain,Low,1.0,Very Low
Essaouira,31.513,-9.7687,2026-09-21,3,25.4,19.1,0.0,0,8.6,17.6,Normal,No Rain,Low,1.0,Very Low
Essaouira,31.513,-9.7687,2026-09-22,45,23.5,17.9,0.0,0,10.7,22.0,Normal,No Rain,Low,6.0,Very Low
Essaouira,31.513,-9.7687,2026-09-23,45,23.4,17.5,0.0,0,10.0,19.8,Normal,No Rain,Low,6.0,Very Low
Essaouira,31.513,-9.7687,2026-09-24,3,28.6,20.1,0.0,0,10.0,20.2,Normal,No Rain,Low,1.0,Very Low
Essaouira,31.513,-9.7687,2026-09-25,3,26.6,19.7,0.0,0,15.3,30.6,Normal,No Rain,Moderate,6.4,Very Low
Azrou,33.4344,-5.2213,2026-09-19,3,28.2,19.0,0.2,38,15.3,38.2,Normal,Light,Moderate,10.39,Very Low
Azrou,33.4344,-5.2213,2026-09-20,3,29.0,18.0,0.0,3,20.6,45.4,Normal,No Rain,Moderate,10.315,Very Low
Azrou,33.4344,-5.2213,2026-09-21,2,28.3,17.1,0.0,0,18.7,41.8,Normal,No Rain,Moderate,6.4,Very Low
Azrou,33.4344,-5.2213,2026-09-22,0,27.2,15.0,0.0,0,15.5,38.2,Normal,No Rain,Moderate,5.4,Very Low
Azrou,33.4344,-5.2213,2026-09-23,0,28.4,15.8,0.0,0,10.8,28.1,Normal,No Rain,Low,0.0,Very Low
Azrou,33.4344,-5.2213,2026-09-24,2,28.8,18.0,0.0,0,15.5,36.7,Normal,No Rain,Moderate,6.4,Very Low
Azrou,33.4344,-5.2213,2026-09-25,3,28.4,18.2,0.0,5,15.1,40.7,Normal,No Rain,Moderate,6.924999999999999,Very Low
Guercif,34.23,-3.36,2026-09-19,3,30.6,20.9,0.0,23,29.7,58.0,Hot,No Rain,Strong,24.115,Low
Guercif,34.23,-3.36,2026-09-20,3,31.6,21.2,0.0,0,30.3,57.6,Hot,No Rain,Strong,21.7,Low
Guercif,34.23,-3.36,2026-09-21,3,29.3,20.3,0.0,0,26.8,50.4,Normal,No Rain,Moderate,17.2,Very Low
Guercif,34.23,-3.36,2026-09-22,45,30.8,16.4,0.0,0,23.7,46.4,Hot,No Rain,Moderate,19.5,Very Low
Guercif,34.23,-3.36,2026-09-23,1,32.9,17.1,0.0,0,23.3,49.3,Hot,No Rain,Moderate,14.5,Very Low
Guercif,34.23,-3.36,2026-09-24,0,35.5,18.1,0.0,0,20.6,33.5,Extreme Heat,No Rain,Moderate,19.5,Very Low
Guercif,34.23,-3.36,2026-09-25,3,36.5,20.2,0.0,0,23.9,42.1,Extreme Heat,No Rain,Moderate,20.5,Low
Warzat,30.9167,-6.9167000000000005,2026-09-19,3,31.0,19.1,0.1,30,18.4,33.1,Hot,Light,Moderate,14.05,Very Low
Warzat,30.9167,-6.9167000000000005,2026-09-20,3,31.6,19.6,0.1,28,21.9,38.9,Hot,Light,Moderate,17.439999999999998,Very Low
Warzat,30.9167,-6.9167000000000005,2026-09-21,3,32.7,18.8,0.0,5,24.8,43.9,Hot,No Rain,Moderate,15.025,Very Low
Warzat,30.9167,-6.9167000000000005,2026-09-22,1,33.4,17.4,0.0,0,34.8,62.3,Hot,No Rain,Strong,21.7,Low
Warzat,30.9167,-6.9167000000000005,2026-09-23,1,32.5,16.7,0.0,0,22.8,38.9,Hot,No Rain,Moderate,14.5,Very Low
Warzat,30.9167,-6.9167000000000005,2026-09-24,3,32.9,16.6,0.0,0,12.7,20.9,Hot,No Rain,Low,5.5,Very Low
Warzat,30.9167,-6.9167000000000005,2026-09-25,80,29.4,18.0,3.9,14,10.2,26.6,Normal,Moderate,Low,18.37,Very Low
Fnidq,35.8414,-5.3587,2026-09-19,80,24.2,21.3,1.6,40,24.3,47.5,Normal,Light,Moderate,25.2,Low
Fnidq,35.8414,-5.3587,2026-09-20,80,24.3,22.0,3.3,45,22.0,43.9,Normal,Moderate,Moderate,30.625,Low
Fnidq,35.8414,-5.3587,2026-09-21,2,25.2,21.3,0.0,8,19.9,37.8,Normal,No Rain,Moderate,7.239999999999999,Very Low
Fnidq,35.8414,-5.3587,2026-09-22,2,24.4,20.8,0.0,0,19.7,38.2,Normal,No Rain,Moderate,6.4,Very Low
Fnidq,35.8414,-5.3587,2026-09-23,2,24.3,20.5,0.0,0,16.7,33.8,Normal,No Rain,Moderate,6.4,Very Low
Fnidq,35.8414,-5.3587,2026-09-24,45,25.2,20.2,0.0,0,13.6,24.1,Normal,No Rain,Low,6.0,Very Low
Fnidq,35.8414,-5.3587,2026-09-25,45,29.4,19.9,0.0,0,8.3,14.4,Normal,No Rain,Low,6.0,Very Low
Tan-Tan,28.4333,-11.1,2026-09-19,3,26.9,19.3,0.0,0,20.8,39.2,Normal,No Rain,Moderate,10.0,Very Low
Tan-Tan,28.4333,-11.1,2026-09-20,3,31.7,18.0,0.0,0,18.0,34.9,Hot,No Rain,Moderate,10.9,Very Low
Tan-Tan,28.4333,-11.1,2026-09-21,1,35.8,18.7,0.0,0,24.5,45.0,Extreme Heat,No Rain,Moderate,20.5,Low
Tan-Tan,28.4333,-11.1,2026-09-22,1,35.0,18.8,0.0,0,22.8,41.4,Hot,No Rain,Moderate,20.5,Low
Tan-Tan,28.4333,-11.1,2026-09-23,1,37.3,25.3,0.0,0,21.8,42.8,Extreme Heat,No Rain,Moderate,20.5,Low
Tan-Tan,28.4333,-11.1,2026-09-24,0,38.3,23.4,0.0,2,22.6,40.7,Extreme Heat,No Rain,Moderate,19.71,Very Low
Tan-Tan,28.4333,-11.1,2026-09-25,2,31.3,17.9,0.0,2,14.3,38.5,Hot,No Rain,Moderate,11.11,Very Low
Sidi Qacem,34.21,-5.7,2026-09-19,1,36.6,20.9,0.0,0,17.1,37.1,Extreme Heat,No Rain,Moderate,16.9,Very Low
Sidi Qacem,34.21,-5.7,2026-09-20,0,37.7,25.1,0.0,0,16.2,35.3,Extreme Heat,No Rain,Moderate,15.9,Very Low
Sidi Qacem,34.21,-5.7,2026-09-21,0,37.0,23.9,0.0,0,13.1,29.5,Extreme Heat,No Rain,Moderate,10.5,Very Low
Sidi Qacem,34.21,-5.7,2026-09-22,0,36.0,23.5,0.0,0,10.7,24.8,Extreme Heat,No Rain,Low,10.5,Very Low
Sidi Qacem,34.21,-5.7,2026-09-23,0,36.6,20.7,0.0,0,8.7,21.6,Extreme Heat,No Rain,Low,10.5,Very Low
Sidi Qacem,34.21,-5.7,2026-09-24,1,36.4,19.3,0.0,0,15.4,35.3,Extreme Heat,No Rain,Moderate,16.9,Very Low
Sidi Qacem,34.21,-5.7,2026-09-25,45,31.4,18.8,0.0,3,16.3,33.8,Hot,No Rain,Moderate,16.215,Very Low
M’diq,35.68,-5.32,2026-09-19,80,24.3,21.9,4.1,0,26.8,57.2,Normal,Moderate,Strong,33.099999999999994,Low
M’diq,35.68,-5.32,2026-09-20,80,24.4,22.8,2.3,0,23.4,50.4,Normal,Light,Moderate,28.2,Low
M’diq,35.68,-5.32,2026-09-21,2,25.5,21.5,0.0,0,21.7,48.6,Normal,No Rain,Moderate,10.0,Very Low
M’diq,35.68,-5.32,2026-09-22,2,24.6,21.0,0.0,0,18.4,40.0,Normal,No Rain,Moderate,6.4,Very Low
M’diq,35.68,-5.32,2026-09-23,2,24.7,20.4,0.0,0,17.3,37.4,Normal,No Rain,Moderate,6.4,Very Low
M’diq,35.68,-5.32,2026-09-24,45,27.5,21.3,0.0,0,16.5,40.0,Normal,No Rain,Moderate,11.4,Very Low
M’diq,35.68,-5.32,2026-09-25,45,30.4,19.9,0.0,0,9.4,19.8,Hot,No Rain,Low,10.5,Very Low
Youssoufia,32.25,-8.53,2026-09-19,2,34.2,17.4,0.0,0,16.4,34.2,Hot,No Rain,Moderate,10.9,Very Low
Youssoufia,32.25,-8.53,2026-09-20,2,34.9,21.7,0.0,3,18.3,38.9,Hot,No Rain,Moderate,11.215,Very Low
Youssoufia,32.25,-8.53,2026-09-21,3,37.5,22.5,0.0,0,16.3,35.6,Extreme Heat,No Rain,Moderate,16.9,Very Low
Youssoufia,32.25,-8.53,2026-09-22,1,36.9,21.1,0.0,0,16.3,38.5,Extreme Heat,No Rain,Moderate,16.9,Very Low
Youssoufia,32.25,-8.53,2026-09-23,1,36.0,17.2,0.0,0,14.0,30.6,Extreme Heat,No Rain,Moderate,16.9,Very Low
Youssoufia,32.25,-8.53,2026-09-24,3,35.9,19.8,0.0,0,19.6,36.7,Extreme Heat,No Rain,Moderate,16.9,Very Low
Youssoufia,32.25,-8.53,2026-09-25,3,30.7,19.7,0.0,3,20.6,37.8,Hot,No Rain,Moderate,14.815,Very Low
Midalt,32.68,-4.74,2026-09-19,80,26.7,13.3,1.2,58,22.8,42.5,Normal,Light,Moderate,30.09,Low
Midalt,32.68,-4.74,2026-09-20,45,29.0,13.5,0.0,25,21.2,46.1,Normal,No Rain,Moderate,20.625,Low
Midalt,32.68,-4.74,2026-09-21,3,28.9,15.0,0.0,3,27.9,48.2,Normal,No Rain,Moderate,10.315,Very Low
Midalt,32.68,-4.74,2026-09-22,3,28.0,13.6,0.0,1,23.5,38.2,Normal,No Rain,Moderate,13.105,Very Low
Midalt,32.68,-4.74,2026-09-23,2,28.1,13.1,0.0,0,12.2,15.1,Normal,No Rain,Low,4.0,Very Low
Midalt,32.68,-4.74,2026-09-24,1,29.4,12.4,0.0,0,23.6,38.2,Normal,No Rain,Moderate,13.0,Very Low
Midalt,32.68,-4.74,2026-09-25,3,29.3,12.2,0.6000000000000001,5,11.2,20.5,Normal,Light,Low,4.525,Very Low
Aïn Harrouda,33.6372,-7.4483,2026-09-19,45,27.2,17.3,0.0,0,12.4,33.8,Normal,No Rain,Moderate,11.4,Very Low
Aïn Harrouda,33.6372,-7.4483,2026-09-20,45,30.3,19.1,0.0,0,11.5,31.3,Hot,No Rain,Moderate,15.9,Very Low
Aïn Harrouda,33.6372,-7.4483,2026-09-21,45,29.5,20.2,0.0,0,12.0,33.1,Normal,No Rain,Moderate,11.4,Very Low
Aïn Harrouda,33.6372,-7.4483,2026-09-22,0,29.7,20.2,0.0,0,11.4,32.0,Normal,No Rain,Moderate,5.4,Very Low
Aïn Harrouda,33.6372,-7.4483,2026-09-23,45,28.7,18.0,0.0,0,11.9,31.7,Normal,No Rain,Moderate,11.4,Very Low
Aïn Harrouda,33.6372,-7.4483,2026-09-24,45,28.2,17.4,0.0,0,11.8,27.4,Normal,No Rain,Low,6.0,Very Low
Aïn Harrouda,33.6372,-7.4483,2026-09-25,45,26.0,20.0,0.0,0,12.3,30.6,Normal,No Rain,Moderate,11.4,Very Low
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-19,3,38.0,20.8,0.0,0,14.8,29.9,Extreme Heat,No Rain,Moderate,11.5,Very Low
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-20,3,38.8,22.4,0.2,5,17.5,32.4,Extreme Heat,Light,Moderate,17.424999999999997,Very Low
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-21,3,37.7,22.5,0.0,0,14.7,26.3,Extreme Heat,No Rain,Moderate,11.5,Very Low
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-22,2,37.4,23.0,0.0,0,11.9,21.2,Extreme Heat,No Rain,Low,11.5,Very Low
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-23,0,37.6,20.6,0.0,0,11.0,20.9,Extreme Heat,No Rain,Low,10.5,Very Low
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-24,1,37.7,18.2,0.0,0,13.4,24.1,Extreme Heat,No Rain,Low,11.5,Very Low
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-25,3,35.4,20.6,0.0,3,11.9,22.0,Extreme Heat,No Rain,Low,11.815,Very Low
Mehdya,34.2557,-6.6745,2026-09-19,1,32.5,18.0,0.0,0,15.6,34.2,Hot,No Rain,Moderate,10.9,Very Low
Mehdya,34.2557,-6.6745,2026-09-20,0,35.2,20.4,0.0,0,12.0,30.6,Extreme Heat,No Rain,Moderate,15.9,Very Low
Mehdya,34.2557,-6.6745,2026-09-21,1,33.0,20.7,0.0,0,13.0,30.2,Hot,No Rain,Moderate,10.9,Very Low
Mehdya,34.2557,-6.6745,2026-09-22,0,31.9,20.6,0.0,0,11.9,29.5,Hot,No Rain,Moderate,4.5,Very Low
Mehdya,34.2557,-6.6745,2026-09-23,0,29.1,18.2,0.0,0,11.5,26.6,Normal,No Rain,Low,0.0,Very Low
Mehdya,34.2557,-6.6745,2026-09-24,45,28.1,17.9,0.0,0,10.9,26.3,Normal,No Rain,Low,6.0,Very Low
Mehdya,34.2557,-6.6745,2026-09-25,45,25.9,20.1,0.0,0,10.7,26.3,Normal,No Rain,Low,6.0,Very Low
Ouezzane,34.8,-5.6,2026-09-19,2,35.4,17.7,0.0,0,16.3,30.2,Extreme Heat,No Rain,Moderate,16.9,Very Low
Ouezzane,34.8,-5.6,2026-09-20,2,36.3,21.2,0.0,0,14.4,28.1,Extreme Heat,No Rain,Moderate,11.5,Very Low
Ouezzane,34.8,-5.6,2026-09-21,1,35.5,20.4,0.0,0,11.5,23.8,Extreme Heat,No Rain,Low,11.5,Very Low
Ouezzane,34.8,-5.6,2026-09-22,0,34.8,17.8,0.0,0,9.8,21.6,Hot,No Rain,Low,4.5,Very Low
Ouezzane,34.8,-5.6,2026-09-23,0,35.2,17.5,0.0,0,14.3,26.6,Extreme Heat,No Rain,Moderate,10.5,Very Low
